company_name,job_title,min_experience,avg_salary
Mphasis,Data Architect,13,20.9
PwC,Data Architect,8,21.6
Happiest Minds Technologies,Data Architect,12,27.6
Shell,Data Architect,14,35.7
Fidelity International,Data Architect,8,50.6
Maveric Systems,Data Architect,9,19.0
Webhelp,Data Architect,5,12.0
Bajaj Finserv,Data Architect,6,33.1
GlobalLogic,Data Architect,10,25.5
L&T Infotech,Data Architect,11,24.8
Ab Inbev,Data Architect,14,29.8
Automatic Data Processing,Data Architect,7,36.5
Brillio,Data Architect,14,28.3
Whishworks It Consulting,Data Architect,13,29.8
ITC Infotech India,Data Architect,12,29.0
IVY Comptech,Data Architect,12,21.8
Collabera Technologies,Data Architect,8,17.0
Coforge,Data Architect,7,27.1
Hitachi,Data Architect,21,40.0
GE Power,Data Architect,7,16.7
T-Systems,Data Architect,16,33.3
